,Close
0,27.387500762939453
1,28.100000381469727
2,28.2450008392334
3,28.27499961853028
4,29.725000381469727
5,29.290000915527344
6,29.65749931335449
7,29.662500381469727
8,31.727500915527344
9,32.154998779296875
10,32.41749954223633
11,32.56999969482422
12,32.15999984741211
13,31.287500381469727
14,32.23749923706055
15,32.17499923706055
16,31.70499992370605
17,32.127498626708984
18,32.404998779296875
19,33.01750183105469
20,32.6875
21,31.290000915527344
22,31.125
23,30.6924991607666
24,30.84499931335449
25,28.440000534057617
26,28.875
27,29.770000457763672
28,28.81999969482422
29,28.637500762939453
30,29.8174991607666
31,30.13249969482422
32,29.875
33,30.295000076293945
34,30.64249992370605
35,24.19750022888184
36,24.075000762939453
37,25.354999542236328
38,24.86000061035156
39,24.997499465942383
40,23.522499084472656
41,24.334999084472656
42,24.107500076293945
43,23.6200008392334
44,26.78249931335449
45,26.49250030517578
46,26.420000076293945
47,26.270000457763672
48,26.08749961853028
49,23.707500457763672
50,23.434999465942383
51,23.40999984741211
52,23.795000076293945
53,24.989999771118164
54,24.857500076293945
55,24.665000915527344
56,24.334999084472656
57,24.167499542236328
58,25.737499237060547
59,26.084999084472656
60,26.052499771118164
61,26.512500762939453
62,26.1200008392334
63,29.280000686645508
64,29.26499938964844
65,29.14999961853028
66,29.412500381469727
67,29.5625
68,28.897499084472656
69,28.6200008392334
70,28.43000030517578
71,28.38500022888184
72,27.872499465942383
73,30.46999931335449
74,30.48500061035156
75,30.487499237060547
76,30.40749931335449
77,30.33749961853028
78,32.13249969482422
79,32.27000045776367
80,32.5724983215332
81,32.88249969482422
82,35.91999816894531
83,35.9474983215332
84,35.912498474121094
85,36.64500045776367
86,36.87749862670898
87,36.76499938964844
88,36.63249969482422
89,37.2400016784668
90,38.25249862670898
91,38.497501373291016
92,38.3650016784668
93,37.63999938964844
94,37.375
95,37.182498931884766
96,37.51250076293945
97,39.28499984741211
98,38.89250183105469
99,39.09749984741211
100,39.70249938964844
101,40.02000045776367
102,40.76250076293945
103,41.68000030517578
104,42.2599983215332
105,41.72249984741211
106,42.02750015258789
107,43.125
108,43.5625
109,43.70249938964844
110,44.060001373291016
111,43.970001220703125
112,42.87749862670898
113,41.9900016784668
114,41.74250030517578
115,41.85749816894531
116,41.94499969482422
117,40.125
118,39.122501373291016
119,40.75749969482422
120,39.8849983215332
121,38.78749847412109
122,40.91249847412109
123,41.05500030517578
124,40.58000183105469
125,41.31499862670898
126,42.275001525878906
127,44.14250183105469
128,44.22249984741211
129,45.95750045776367
130,46.290000915527344
131,46.51250076293945
132,48.70500183105469
133,48.5525016784668
134,47.744998931884766
135,47.477500915527344
136,47.5724983215332
137,50.375
138,51.84749984741211
139,51.997501373291016
140,52.26750183105469
141,51.77750015258789
142,54.07500076293945
143,53.060001373291016
144,53.32500076293945
145,54.71500015258789
146,55.55500030517578
147,51.869998931884766
148,50.397499084472656
149,50.942501068115234
150,52.48749923706055
151,52.122501373291016
152,38.47999954223633
153,38.17499923706055
154,39.43999862670898
155,39.07500076293945
156,38.66999816894531
157,41.3125
158,41.61000061035156
159,41.630001068115234
160,42.8125
161,43.54499816894531
162,51.790000915527344
163,51.31999969482422
164,51.07500076293945
165,51.15250015258789
166,50.16749954223633
167,52.630001068115234
168,52.28749847412109
169,52.9375
170,52.119998931884766
171,50.71500015258789
172,52.16749954223633
173,51.755001068115234
174,51.935001373291016
175,52.41999816894531
176,52.19499969482422
177,53.2599983215332
178,52.10749816894531
179,51.005001068115234
180,48.334999084472656
181,49.25
182,60.89500045776367
183,61.64500045776367
184,62.26250076293945
185,60.8224983215332
186,60.81499862670898
187,62.18999862670898
188,63.95500183105469
189,64.375
190,64.28250122070312
191,64.30999755859375
192,79.42500305175781
193,79.80750274658203
194,79.57749938964844
195,77.23750305175781
196,79.42250061035156
197,81.08499908447266
198,80.96749877929688
199,77.37750244140625
200,77.16500091552734
201,79.7125015258789
202,70.74250030517578
203,70.7925033569336
204,69.6449966430664
205,71.93250274658203
206,115.04000091552734
207,115.0500030517578
208,116.5999984741211
209,111.1999969482422
210,115.31999969482422
211,108.86000061035156
212,108.7699966430664
213,110.44000244140624
214,114.9499969482422
215,119.02999877929688
216,136.8699951171875
217,139.07000732421875
218,142.9199981689453
219,143.16000366210938
220,142.05999755859375
221,137.08999633789062
222,131.9600067138672
223,134.13999938964844
224,134.99000549316406
225,133.94000244140625
226,145.39999389648438
227,146.8000030517578
228,148.55999755859375
229,148.99000549316406
230,146.77000427246094
231,144.97999572753906
232,145.63999938964844
233,145.86000061035156
234,145.52000427246094
235,147.36000061035156
236,148.69000244140625
237,148.63999938964844
238,149.32000732421875
239,148.85000610351562
240,152.57000732421875
241,149.8000030517578
242,148.9600067138672
243,150.02000427246094
244,151.49000549316406
245,150.9600067138672
246,162.41000366210938
247,161.6199951171875
248,159.77999877929688
249,159.69000244140625
250,159.22000122070312
251,170.3300018310547
252,174.77999877929688
253,174.61000061035156
254,175.83999633789062
255,172.89999389648438
256,161.7899932861328
257,162.8800048828125
258,156.8000030517578
259,156.57000732421875
260,163.63999938964844
261,157.64999389648438
262,157.9600067138672
263,159.47999572753906
264,166.02000427246094
265,156.77000427246094
266,154.08999633789062
267,152.9499969482422
268,151.60000610351562
269,156.7899932861328
270,157.35000610351562
271,162.50999450683594
272,161.50999450683594
273,160.00999450683594
274,166.1300048828125
275,165.80999755859375
276,147.27000427246094
277,149.4499969482422
278,152.33999633789062
279,149.35000610351562
280,144.8000030517578
281,155.74000549316406
282,153.33999633789062
283,150.64999389648438
284,145.02999877929688
285,138.8800048828125
286,145.92999267578125
287,143.0
288,144.2899932861328
289,145.42999267578125
290,150.82000732421875
291,154.5
