,Close
292,151.72999572753906
293,154.64999389648438
294,151.9199981689453
295,150.8699951171875
296,169.67999267578125
297,169.58999633789062
298,168.5399932861328
299,167.4499969482422
300,165.7899932861328
301,173.57000732421875
302,173.5
303,171.77000427246094
304,173.55999755859375
305,173.75
306,195.8300018310547
307,196.4499969482422
308,195.6100006103516
309,192.5800018310547
310,191.1699981689453
311,181.9900054931641
312,178.85000610351562
313,179.8000030517578
314,178.19000244140625
315,177.97000122070312
316,168.22000122070312
317,170.2899932861328
318,170.77000427246094
319,173.97000122070312
320,177.57000732421875
321,176.64999389648438
322,179.22999572753906
323,181.82000732421875
324,182.88999938964844
325,182.41000366210932
326,192.4199981689453
327,191.72999572753903
328,188.0399932861328
329,184.3999938964844
330,186.8600006103516
331,185.8500061035156
332,187.67999267578125
333,189.3000030517578
334,189.41000366210932
335,188.32000732421875
336,169.3000030517578
337,173.5
338,170.3300018310547
339,169.3000030517578
340,173.02999877929688
341,183.3800048828125
342,181.7100067138672
343,182.3999938964844
344,182.7400054931641
345,184.57000732421875
346,217.9600067138672
347,218.2400054931641
348,218.8000030517578
349,222.0800018310547
350,218.3600006103516
351,219.8600006103516
352,209.2700042724609
353,207.22999572753903
354,209.82000732421875
355,213.3099975585937
