date,Open,High,Low,Close,Adj Close,Volume,EPS_diff,UNRATE,AWHMAN,ICSA,ACOGNO,NEWORDER,PERMIT,SP500,T10YFF,USALOLITOAASTSAM,T10Y2Y,UMCSENT,FEDFUNDS,VIXCLS,event_id,day_relative_to_event,SMA_20,SMA_50,RSI,MACD
2019-01-30,40.8125,41.53749847412109,40.057498931884766,41.3125,39.50227355957031,244439200,0.010000000000000009,3.9,42.1,224600,198538.0,65602.0,1317.0,2567.31,0.56,99.8580511000046,0.16,98.3,2.27,24.95,16,1,48.0511251449585,45.732650146484374,39.60810705599815,-1.4850519015576125
2019-01-31,41.52750015258789,42.25,41.13999938964844,41.61000061035156,39.78675842285156,162958400,0.010000000000000009,4.0,42.0,222750,199495.0,66871.0,1261.0,2607.39,0.31,99.65139055242408,0.17,91.2,2.4,19.57,16,2,47.51825008392334,45.70730018615723,40.45678999795131,-1.1561375653194328
2019-02-01,41.7400016784668,42.244998931884766,41.48249816894531,41.630001068115234,39.805885314941406,130672400,0.010000000000000009,4.0,42.0,222750,199495.0,66871.0,1261.0,2607.39,0.31,99.65139055242408,0.17,91.2,2.4,19.57,16,3,47.010875129699706,45.7001001739502,40.5173093394777,-0.8777322924402309
2019-02-04,41.852500915527344,42.915000915527344,41.81999969482422,42.8125,40.93656921386719,125982000,0.010000000000000009,4.0,42.0,222750,199495.0,66871.0,1261.0,2607.39,0.31,99.65139055242408,0.17,91.2,2.4,19.57,16,4,46.40400009155273,45.72150016784668,44.13277745343879,-0.569391120147039
2019-02-05,43.21500015258789,43.77000045776367,43.087501525878906,43.54499816894531,41.6369743347168,144406400,0.010000000000000009,4.0,42.0,222750,199495.0,66871.0,1261.0,2607.39,0.31,99.65139055242408,0.17,91.2,2.4,19.57,16,5,45.877499961853026,45.75525016784668,46.309783114405306,-0.285870699685296
2019-04-23,51.10749816894531,51.9375,50.97499847412109,51.869998931884766,49.80989456176758,93292000,0.030000000000000027,3.8,41.7,211800,201488.0,67592.0,1305.0,2803.98,0.17,99.3358009873195,0.16,98.4,2.41,14.49,17,-5,45.817999839782715,45.953750152587894,63.64769666243085,0.45241728067900455
2019-04-24,51.84000015258789,52.119998931884766,51.76250076293945,51.790000915527344,49.73307800292969,70162400,0.030000000000000027,3.8,41.7,211800,201488.0,67592.0,1305.0,2803.98,0.17,99.3358009873195,0.16,98.4,2.41,14.49,17,-4,45.74124984741211,46.18705017089844,63.43570680750874,0.899623944402484
2019-04-25,51.70750045776367,51.93999862670898,51.27999877929688,51.31999969482422,49.28174591064453,74172800,0.030000000000000027,3.8,41.7,211800,201488.0,67592.0,1305.0,2803.98,0.17,99.3358009873195,0.16,98.4,2.41,14.49,17,-3,45.571499824523926,46.4310001373291,62.12648385142111,1.1140036474240722
2019-04-26,51.22499847412109,51.25,50.52999877929688,51.07500076293945,49.04647445678711,74596400,0.030000000000000027,3.8,41.7,211800,201488.0,67592.0,1305.0,2803.98,0.17,99.3358009873195,0.16,98.4,2.41,14.49,17,-2,45.34749984741211,46.637350158691405,61.41493663334441,1.1830338645812235
2019-04-29,51.09999847412109,51.49250030517578,50.96500015258789,51.15250015258789,49.12089157104492,88818800,0.030000000000000027,3.8,41.7,211800,201488.0,67592.0,1305.0,2803.98,0.17,99.3358009873195,0.16,98.4,2.41,14.49,17,-1,45.311624908447264,46.8627001953125,61.56489606463768,1.1752278778204506
2019-04-30,50.76499938964844,50.84999847412109,49.77750015258789,50.16749954223633,48.17501449584961,186139600,0.030000000000000027,3.7,41.6,209750,202759.0,66858.0,1311.0,2903.80,0.11,99.2042658362208,0.19,97.2,2.42,12.95,17,0,45.300124931335446,47.090300216674805,58.45531778877563,1.0491867998693607
2019-05-01,52.470001220703125,53.82749938964844,52.307498931884766,52.630001068115234,50.53971862792969,259309200,0.030000000000000027,3.7,41.6,209750,202759.0,66858.0,1311.0,2903.80,0.11,99.2042658362208,0.19,97.2,2.42,12.95,17,1,45.38449993133545,47.32820022583008,63.428514485345346,1.0732657623288049
2019-05-02,52.459999084472656,53.16249847412109,52.032501220703125,52.28749847412109,50.210819244384766,127985200,0.030000000000000027,3.7,41.6,209750,202759.0,66858.0,1311.0,2903.80,0.11,99.2042658362208,0.19,97.2,2.42,12.95,17,2,45.37449989318848,47.55570022583008,62.31124316391215,1.008719799107464
2019-05-03,52.72249984741211,52.959999084472656,52.557498931884766,52.9375,50.83500289916992,83569600,0.030000000000000027,3.7,41.6,209750,202759.0,66858.0,1311.0,2903.80,0.11,99.2042658362208,0.19,97.2,2.42,12.95,17,3,45.415249824523926,47.79335021972656,63.62091089225277,0.9530492732632496
2019-05-06,51.0724983215332,52.209999084472656,50.875,52.119998931884766,50.04996871948242,129772400,0.030000000000000027,3.7,41.6,209750,202759.0,66858.0,1311.0,2903.80,0.11,99.2042658362208,0.19,97.2,2.42,12.95,17,4,46.104999732971194,48.024150161743165,60.76112351235796,0.8100352613062762
2019-05-07,51.470001220703125,51.85499954223633,50.20750045776367,50.71500015258789,48.70076370239258,155054800,0.030000000000000027,3.7,41.6,209750,202759.0,66858.0,1311.0,2903.80,0.11,99.2042658362208,0.19,97.2,2.42,12.95,17,5,46.71674976348877,48.212150192260744,56.09426508419314,0.580434109564937
2019-07-23,52.1150016784668,52.227500915527344,51.8224983215332,52.209999084472656,50.329471588134766,73420800,0.020000000000000018,3.6,41.7,225200,198808.0,66127.0,1315.0,2890.17,-0.30,98.9769665881838,0.26,98.2,2.38,15.84,18,-5,47.41849975585937,48.41085014343262,59.645958618799774,0.492346040109342
2019-07-24,51.91749954223633,52.28749847412109,51.79249954223633,52.16749954223633,50.28849029541016,59966400,0.020000000000000018,3.6,41.7,225200,198808.0,66127.0,1315.0,2890.17,-0.30,98.9769665881838,0.26,98.2,2.38,15.84,18,-4,48.05487480163574,48.57135009765625,59.49860897192433,0.3983316342675627
2019-07-25,52.22249984741211,52.310001373291016,51.682498931884766,51.755001068115234,49.89086151123047,55638400,0.020000000000000018,3.6,41.7,225200,198808.0,66127.0,1315.0,2890.17,-0.30,98.9769665881838,0.26,98.2,2.38,15.84,18,-3,48.68887481689453,48.72200012207031,58.00090620198827,0.2810107602801728
2019-07-26,51.869998931884766,52.432498931884766,51.78499984741211,51.935001373291016,50.06437301635742,70475600,0.020000000000000018,3.6,41.7,225200,198808.0,66127.0,1315.0,2890.17,-0.30,98.9769665881838,0.26,98.2,2.38,15.84,18,-2,49.352124977111814,48.84155014038086,58.49191256684319,0.1924034052026493
2019-07-29,52.1150016784668,52.65999984741211,52.11000061035156,52.41999816894531,50.53190612792969,86693600,0.020000000000000018,3.6,41.7,225200,198808.0,66127.0,1315.0,2890.17,-0.30,98.9769665881838,0.26,98.2,2.38,15.84,18,-1,49.90749988555908,48.96415008544922,59.853802258398304,0.14546370868966552
